,Flight Name,Departure time,Arrival time,Source,Destination,No of Stop,Duration,Date of Journey,Price
4981,Vistara,06:55,23:50,Chennai,Mumbai,1 Stop,16h 55m,10 Feb 22,11245
9313,Vistara,07:30,18:50,Mumbai,Bengaluru,1 Stop,11h 20m,10 Feb 22,11305
7634,SpiceJet,15:15,18:00,Kolkata,Goa In,Non Stop,2h 45m,10 Feb 22,5541
9102,Vistara,11:55,20:05,Mumbai,Ahmedabad,1 Stop,8h 10m,10 Feb 22,10666
6037,Air India,20:50,18:15+1D,Hyderabad,Ahmedabad,3 Stops,21h 25m,10 Feb 22,7597
4155,Air India,09:55,18:15+1D,Chennai,Ahmedabad,3 Stops,32h 20m,10 Feb 22,7591
4436,Air India,20:20,20:30+1D,Chennai,Goa In,2 Stops,24h 10m,10 Feb 22,8555
3961,Go First,13:55,15:35,Delhi,Patna,Non Stop,1h 40m,10 Feb 22,2188
3615,Air India,16:45,12:10+1D,Delhi,Kolkata,1 Stop,19h 25m,10 Feb 22,4424
5711,Air India,16:30,19:40+1D,Guwahati,Chennai,1 Stop,27h 10m,10 Feb 22,4532
9326,Vistara,19:45,18:50+1D,Mumbai,Bengaluru,1 Stop,23h 05m,10 Feb 22,12466
449,Vistara,20:40,12:45+1D,Ahmedabad,Goa In,2 Stops,16h 05m,10 Feb 22,16768
6166,Go First,10:20,21:25,Hyderabad,Bengaluru,1 Stop,11h 05m,10 Feb 22,4450
9643,Air India,08:00,20:30,Mumbai,Goa In,2 Stops,12h 30m,10 Feb 22,7080
8675,Vistara,15:25,16:55+1D,Lucknow,Kolkata,2 Stops,25h 30m,10 Feb 22,15535
9311,Vistara,18:30,20:25+1D,Mumbai,Bengaluru,1 Stop,25h 55m,10 Feb 22,11127
2454,IndiGo,07:50,18:35,Bengaluru,Srinagar,1 Stop,10h 45m,10 Feb 22,5994
279,IndiGo,07:50,19:45,Bangalore,Patna,1 Stop,11h 55m,"Sun, 27 Feb","3,515"
6772,Air India,03:45,20:30,Jaipur,Goa In,2 Stops,16h 45m,10 Feb 22,8182
6100,Vistara,08:30,07:50+1D,Hyderabad,Ahmedabad,2 Stops,23h 20m,10 Feb 22,14741
3434,Air India,18:00,21:05+1D,Delhi,Hyderabad,3 Stops,27h 05m,10 Feb 22,5929
41,SpiceJet,18:55,09:00+1D,Ahmedabad,Bengaluru,1 Stop,14h 05m,10 Feb 22,5666
6808,IndiGo,07:45,16:15,Jaipur,Hyderabad,1 Stop,8h 30m,10 Feb 22,5748
5026,Air India,06:20,12:10+1D,Chennai,Patna,2 Stops,29h 50m,10 Feb 22,5714
4572,Vistara,09:45,12:05+1D,Chennai,Guwahati,2 Stops,26h 20m,10 Feb 22,15848
7491,Vistara,10:15,18:50,Kolkata,Bengaluru,1 Stop,8h 35m,10 Feb 22,11673
329,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
3520,Vistara,08:50,07:50+1D,Delhi,Hyderabad,1 Stop,23h 00m,10 Feb 22,9838
1732,Air India,06:10,13:15+1D,Bengaluru,Jaipur,3 Stops,31h 05m,10 Feb 22,6970
8557,Vistara,10:05,14:05+1D,Lucknow,Goa In,2 Stops,28h 00m,10 Feb 22,13687
6590,Air India,13:30,12:30+1D,Jaipur,Bengaluru,1 Stop,23h 00m,10 Feb 22,4991
2339,IndiGo,11:20,13:00,Bengaluru,Pune,Non Stop,1h 40m,10 Feb 22,1713
2616,IndiGo,06:30,14:20,Bhubaneswar,Bengaluru,1 Stop,7h 50m,10 Feb 22,5083
2176,Vistara,08:00,23:50,Bengaluru,Mumbai,1 Stop,15h 50m,10 Feb 22,11203
1387,Air India,13:00,12:10+1D,Bengaluru,Guwahati,2 Stops,23h 10m,10 Feb 22,8047
6520,IndiGo,14:20,23:50,Jaipur,Ahmedabad,1 Stop,9h 30m,10 Feb 22,4542
1579,Vistara,21:10,17:00+1D,Bengaluru,Hyderabad,1 Stop,19h 50m,10 Feb 22,11203
1510,Vistara,07:55,09:05,Bengaluru,Hyderabad,Non Stop,1h 10m,10 Feb 22,4337
2038,Air India,21:00,20:00+1D,Bengaluru,Mumbai,1 Stop,23h 00m,10 Feb 22,5319
5203,Air India,15:20,20:15+1D,Goa In,Hyderabad,2 Stops,28h 55m,10 Feb 22,5063
91,Air Asia,07:10,09:20,New Delhi,Guwahati,Non Stop,2h 10m,"Sun, 13 Feb","2,900"
5811,AirAsia I.,21:10,07:15+1D,Guwahati,Mumbai,1 Stop,10h 05m,10 Feb 22,4348
4914,Air India,17:00,20:00+1D,Chennai,Mumbai,1 Stop,27h 00m,10 Feb 22,4355
4495,Vistara,06:55,12:45+1D,Chennai,Goa In,2 Stops,29h 50m,10 Feb 22,17923
305,Air India,06:30,09:00,Hyderabad,New Delhi,Non Stop,2h 30m,"Tue, 8 Mar","2,276"
2823,Vistara,20:30,09:45+1D,Bhubaneswar,Mumbai,1 Stop,13h 15m,10 Feb 22,10207
217,Vistara,16:00,17:45,Mumbai,Bangalore,Non-Stop,01h 45m,14 Jan,2184
1146,Vistara,07:55,19:55,Bengaluru,Bhubaneswar,2 Stops,12h 00m,10 Feb 22,13838
6369,Vistara,07:40,23:05,Hyderabad,Chennai,2 Stops,15h 25m,10 Feb 22,13238
594,Go First,08:20,18:00,Ahmedabad,Kolkata,1 Stop,9h 40m,10 Feb 22,9189
6311,IndiGo,05:40,21:05,Hyderabad,Chennai,1 Stop,15h 25m,10 Feb 22,4556
4854,Vistara,09:45,19:55,Chennai,Kolkata,1 Stop,10h 10m,10 Feb 22,11067
4351,Vistara,07:00,16:00,Chennai,Bengaluru,2 Stops,9h 00m,10 Feb 22,12409
4456,Vistara,20:30,14:05+1D,Chennai,Goa In,2 Stops,17h 35m,10 Feb 22,13041
4845,Air India,09:55,20:05+1D,Chennai,Kolkata,3 Stops,34h 10m,10 Feb 22,9128
9958,Air India,07:05,20:50+1D,Mumbai,Hyderabad,3 Stops,37h 45m,10 Feb 22,6989
1210,Vistara,09:30,19:55,Bengaluru,Chennai,1 Stop,10h 25m,10 Feb 22,9239
3288,IndiGo,08:20,14:05,Delhi,Goa In,1 Stop,5h 45m,10 Feb 22,4392
12,Indigo,07:15,09:25,Delhi,Mumbai,Non-Stop,02h 10m,29 Jan,2277
1099,Air India,19:00,14:25+1D,Bengaluru,Bhubaneswar,2 Stops,19h 25m,10 Feb 22,6369
9999,Vistara,22:45,17:00+1D,Mumbai,Hyderabad,1 Stop,18h 15m,10 Feb 22,9877
3217,Vistara,19:00,19:55+1D,Delhi,Chennai,1 Stop,24h 55m,10 Feb 22,11518
8587,Go First,10:45,21:45,Lucknow,Kolkata,1 Stop,11h 00m,10 Feb 22,3804
3680,Air India,08:40,23:40+1D,Delhi,Kolkata,2 Stops,39h 00m,10 Feb 22,6616
6687,SpiceJet,08:30,17:05,Jaipur,Goa In,1 Stop,8h 35m,10 Feb 22,3550
6091,Vistara,08:30,22:35,Hyderabad,Ahmedabad,2 Stops,14h 05m,10 Feb 22,14741
8551,Vistara,10:05,21:20,Lucknow,Goa In,1 Stop,11h 15m,10 Feb 22,9750
1375,Air India,06:45,12:10+1D,Bengaluru,Guwahati,3 Stops,29h 25m,10 Feb 22,6709
3031,Vistara,17:45,07:50+1D,Delhi,Bengaluru,1 Stop,14h 05m,10 Feb 22,10678
2315,Vistara,09:30,10:05+1D,Bengaluru,Patna,2 Stops,24h 35m,10 Feb 22,13964
2225,Go First,22:00,13:45+1D,Bengaluru,Patna,1 Stop,15h 45m,10 Feb 22,5558
1688,IndiGo,11:55,22:50,Bengaluru,Jaipur,1 Stop,10h 55m,10 Feb 22,4743
2449,SpiceJet,19:05,15:45+1D,Bengaluru,Srinagar,1 Stop,20h 40m,10 Feb 22,5317
345,SpiceJet,18:55,20:35,Ahmedabad,Goa In,Non Stop,1h 40m,10 Feb 22,5059
3861,Vistara,10:20,12:35,Delhi,Mumbai,Non Stop,2h 15m,10 Feb 22,5953
6174,Air India,06:00,01:50+1D,Hyderabad,Bengaluru,1 Stop,19h 50m,10 Feb 22,5017
8401,IndiGo,16:15,00:05+1D,Lucknow,Bengaluru,1 Stop,7h 50m,10 Feb 22,7461
5080,Vistara,07:00,10:05+1D,Chennai,Patna,2 Stops,27h 05m,10 Feb 22,14668
7161,Air India,21:05,11:10+1D,Kochi,Bengaluru,1 Stop,14h 05m,10 Feb 22,3859
3361,IndiGo,06:45,09:00,Delhi,Hyderabad,Non Stop,2h 15m,10 Feb 22,2098
1482,Vistara,09:30,17:30+1D,Bengaluru,Guwahati,2 Stops,32h 00m,10 Feb 22,16459
9221,Air India,19:00,22:15+1D,Mumbai,Bengaluru,2 Stops,27h 15m,10 Feb 22,5378
2556,Vistara,09:30,11:55+1D,Bengaluru,Srinagar,2 Stops,26h 25m,10 Feb 22,14627
5230,Air India,23:00,23:35+1D,Goa In,Hyderabad,2 Stops,24h 35m,10 Feb 22,5897
361,SpiceJet,21:40,"07:55
+ 1 day",Hyderabad,Dehradun,1 Stop,10h 15m,"Sun, 13 Feb","3,587"
5796,Vistara,18:05,08:35+1D,Guwahati,Kolkata,1 Stop,14h 30m,10 Feb 22,10969
8569,Vistara,15:25,12:45+1D,Lucknow,Goa In,2 Stops,21h 20m,10 Feb 22,15178
1720,Air India,17:50,13:15+1D,Bengaluru,Jaipur,2 Stops,19h 25m,10 Feb 22,6970
7909,Air India,23:15,20:00+1D,Kolkata,Jaipur,2 Stops,20h 45m,10 Feb 22,7891
1575,Vistara,17:50,09:40+1D,Bengaluru,Hyderabad,1 Stop,15h 50m,10 Feb 22,11203
952,Air India,06:45,07:50+1D,Bengaluru,Ahmedabad,3 Stops,25h 05m,10 Feb 22,9017
4621,Vistara,21:05,15:30+1D,Chennai,Guwahati,2 Stops,18h 25m,10 Feb 22,20215
9590,Vistara,19:45,20:15+1D,Mumbai,Chennai,1 Stop,24h 30m,10 Feb 22,12466
1331,IndiGo,03:30,15:35,Bengaluru,Guwahati,1 Stop,12h 05m,10 Feb 22,4801
1670,Go First,05:45,21:15,Bengaluru,Jaipur,1 Stop,15h 30m,10 Feb 22,3709
512,IndiGo,23:55,"09:30
+ 1 day",Pune,Kolkata,1 Stop,9h 35m,"Thu, 10 Mar","3,842"
3848,Vistara,08:50,11:10,Delhi,Mumbai,Non Stop,2h 20m,10 Feb 22,5953
7018,Go First,11:20,15:20,Jaipur,Mumbai,1 Stop,4h 00m,10 Feb 22,5423
8106,Air India,09:50,18:25+1D,Kolkata,Patna,2 Stops,32h 35m,10 Feb 22,6890
2986,AirAsia I.,07:10,00:25+1D,Delhi,Bengaluru,1 Stop,17h 15m,10 Feb 22,7466
7933,SpiceJet,06:05,08:40+1D,Kolkata,Mumbai,1 Stop,26h 35m,10 Feb 22,4691
4404,Air India,06:05,22:25,Chennai,Goa In,3 Stops,16h 20m,10 Feb 22,5867
4836,Air India,20:20,23:40+1D,Chennai,Kolkata,2 Stops,27h 20m,10 Feb 22,6812
1728,Air India,10:25,13:15+1D,Bengaluru,Jaipur,2 Stops,26h 50m,10 Feb 22,6970
6773,Air India,19:35,20:30+1D,Jaipur,Goa In,2 Stops,24h 55m,10 Feb 22,8235
3428,Air India,17:50,21:05+1D,Delhi,Hyderabad,4 Stops,27h 15m,10 Feb 22,5929
470,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
9543,Air India,09:50,08:55+1D,Mumbai,Chennai,2 Stops,23h 05m,10 Feb 22,7791
4124,Air India,09:55,19:55+1D,Chennai,Ahmedabad,2 Stops,34h 00m,10 Feb 22,5867
146,Indigo,10:25,20:55,Delhi,Kolkata,1-Stop,10h 30m,29 Jan,3425
6985,Air India,13:30,20:05+1D,Jaipur,Kolkata,3 Stops,30h 35m,10 Feb 22,9070
678,Air India,21:00,20:05+1D,Ahmedabad,Mumbai,2 Stops,23h 05m,10 Feb 22,6658
4151,Air India,08:30,21:30,Chennai,Ahmedabad,2 Stops,13h 00m,10 Feb 22,7526
1116,Air India,13:20,14:25+1D,Bengaluru,Bhubaneswar,3 Stops,25h 05m,10 Feb 22,7886
5602,AirAsia I.,21:10,00:25+1D,Guwahati,Bengaluru,Non Stop,3h 15m,10 Feb 22,9037
17,Go First,15:30,23:25,New Delhi,Goa,1 Stop,7h 55m,"Fri, 22 Apr","3,894"
366,IndiGo,07:35,13:55,Ahmedabad,Goa In,1 Stop,6h 20m,10 Feb 22,5059
9978,Vistara,17:35,22:55,Mumbai,Hyderabad,1 Stop,5h 20m,10 Feb 22,9877
6257,Vistara,13:25,23:20,Hyderabad,Bengaluru,1 Stop,9h 55m,10 Feb 22,11317
7687,IndiGo,05:30,12:35,Kolkata,Goa In,1 Stop,7h 05m,10 Feb 22,9942
774,Go First,08:10,19:35,Ahmedabad,Patna,1 Stop,11h 25m,10 Feb 22,3588
4681,Air India,06:05,21:35,Chennai,Hyderabad,3 Stops,15h 30m,10 Feb 22,6088
6915,Air India,03:45,14:50+1D,Jaipur,Kolkata,3 Stops,35h 05m,10 Feb 22,5771
6367,Vistara,18:30,11:50+1D,Hyderabad,Chennai,2 Stops,17h 20m,10 Feb 22,13238
526,Air India,22:20,09:00+1D,Ahmedabad,Kolkata,1 Stop,10h 40m,10 Feb 22,4516
3602,AirAsia I.,06:20,12:00,Delhi,Kolkata,1 Stop,5h 40m,10 Feb 22,3875
8177,Go First,09:30,18:15,Kolkata,Pune,1 Stop,8h 45m,10 Feb 22,5017
9276,Vistara,06:00,17:00,Mumbai,Bengaluru,1 Stop,11h 00m,10 Feb 22,11127
61,IndiGo,19:45,"08:10
+ 1 day",New Delhi,Port Blair,1 Stop,12h 25m,"Mon, 21 Mar","5,814"
2139,Vistara,18:50,11:10+1D,Bengaluru,Mumbai,1 Stop,16h 20m,10 Feb 22,11203
31,IndiGo,21:15,"08:15
+ 1 day",New Delhi,Bangalore,1 Stop,11h 00m,"Thu, 3 Feb","2,789"
3319,Air India,07:00,20:30,Delhi,Goa In,1 Stop,13h 30m,10 Feb 22,6359
8948,Air India,08:55,11:30+1D,Lucknow,Pune,3 Stops,26h 35m,10 Feb 22,7179
2328,Vistara,21:40,10:05+1D,Bengaluru,Patna,2 Stops,36h 25m,10 Feb 22,13964
4862,Vistara,10:45,19:35,Chennai,Kolkata,1 Stop,8h 50m,10 Feb 22,11245
142,Go First,21:00,23:35,Mumbai,Kolkata,Non Stop,2h 35m,"Sat, 26 Feb","2,834"
4352,Vistara,10:45,17:00,Chennai,Bengaluru,1 Stop,6h 15m,10 Feb 22,12495
7384,Vistara,07:10,07:50+1D,Kolkata,Ahmedabad,1 Stop,24h 40m,10 Feb 22,9709
7552,Vistara,20:25,12:25+1D,Kolkata,Bhubaneswar,1 Stop,16h 00m,10 Feb 22,10423
4960,Vistara,06:55,17:40,Chennai,Mumbai,1 Stop,10h 45m,10 Feb 22,11245
6630,Air India,03:45,11:10+1D,Jaipur,Bengaluru,2 Stops,31h 25m,10 Feb 22,6051
2704,Vistara,13:00,16:00+1D,Bhubaneswar,Bengaluru,2 Stops,27h 00m,10 Feb 22,15520
9133,Go First,12:30,14:10,Mumbai,Bengaluru,Non Stop,1h 40m,10 Feb 22,2122
5071,Vistara,09:45,10:05+1D,Chennai,Patna,2 Stops,24h 20m,10 Feb 22,14668
278,IndiGo,07:50,19:15,Bangalore,Patna,1 Stop,11h 25m,"Thu, 3 Mar","3,515"
3295,Air India,21:15,20:30+1D,Delhi,Goa In,1 Stop,23h 15m,10 Feb 22,5006
221,IndiGo,11:20,18:30,Bangalore,New Delhi,1 Stop,7h 10m,"Mon, 14 Mar","2,356"
2162,Vistara,09:45,21:15,Bengaluru,Mumbai,1 Stop,11h 30m,10 Feb 22,11203
8051,Vistara,07:10,14:00,Kolkata,Mumbai,1 Stop,6h 50m,10 Feb 22,10423
5149,Air India,07:05,23:55,Goa In,Bengaluru,2 Stops,16h 50m,10 Feb 22,6969
7602,Air India,13:00,23:35+1D,Kolkata,Chennai,4 Stops,34h 35m,10 Feb 22,7418
9440,IndiGo,11:40,21:20,Mumbai,Bhubaneswar,1 Stop,9h 40m,10 Feb 22,9001
5357,Vistara,14:40,20:45,Goa In,Mumbai,1 Stop,6h 05m,10 Feb 22,9200
2079,Air India,13:20,17:25+1D,Bengaluru,Mumbai,2 Stops,28h 05m,10 Feb 22,7868
7509,Vistara,20:25,18:50+1D,Kolkata,Bengaluru,1 Stop,22h 25m,10 Feb 22,11673
5176,Air India,14:10,19:50+1D,Goa In,Bengaluru,2 Stops,29h 40m,10 Feb 22,8292
8706,Go First,10:45,15:35,Lucknow,Mumbai,1 Stop,4h 50m,10 Feb 22,3734
238,Air India,18:10,19:00,Delhi,Dubai,1-Stop,26h 20m,30 Jan,35284
75,Air India,10:35,12:10,New Delhi,Patna,Non Stop,1h 35m,"Mon, 21 Feb","2,190"
8232,Vistara,10:25,22:55,Kolkata,Pune,2 Stops,12h 30m,10 Feb 22,19087
3431,Air India,14:45,21:05+1D,Delhi,Hyderabad,4 Stops,30h 20m,10 Feb 22,5929
74,IndiGo,08:55,10:30,New Delhi,Patna,Non Stop,1h 35m,"Wed, 2 Mar","2,190"
1291,Air India,10:25,00:35+1D,Bengaluru,Goa In,1 Stop,14h 10m,10 Feb 22,6855
3847,Vistara,19:00,21:15,Delhi,Mumbai,Non Stop,2h 15m,10 Feb 22,5953
4544,Air India,06:20,12:10+1D,Chennai,Guwahati,3 Stops,29h 50m,10 Feb 22,6343
3632,Go First,21:00,07:30+1D,Delhi,Kolkata,1 Stop,10h 30m,10 Feb 22,4728
3804,Air India,17:20,21:05+1D,Delhi,Mumbai,1 Stop,27h 45m,10 Feb 22,4922
8803,Air India,08:55,20:05+1D,Lucknow,Mumbai,2 Stops,35h 10m,10 Feb 22,6488
8863,Vistara,15:25,14:30+1D,Lucknow,Mumbai,2 Stops,23h 05m,10 Feb 22,13164
234,IndiGo,05:40,14:55,Ahmedabad,Goa In,1 Stop,9h 15m,10 Feb 22,5059
433,Go First,09:20,10:30,Kolkata,Guwahati,Non Stop,1h 10m,"Thu, 3 Mar","2,294"
7787,SpiceJet,12:00,15:40,Kolkata,Hyderabad,Non Stop,3h 40m,10 Feb 22,6486
4109,Air India,06:20,18:40+1D,Chennai,Ahmedabad,3 Stops,36h 20m,10 Feb 22,5689
7879,Air India,19:00,07:10+1D,Kolkata,Jaipur,2 Stops,36h 10m,10 Feb 22,5392
2470,Air India,07:35,13:40+1D,Bengaluru,Srinagar,3 Stops,30h 05m,10 Feb 22,7242
4837,Air India,13:20,23:40+1D,Chennai,Kolkata,2 Stops,34h 20m,10 Feb 22,7152
8795,Air India,20:15,08:35+1D,Lucknow,Mumbai,2 Stops,36h 20m,10 Feb 22,6473
9580,Vistara,18:30,16:20+1D,Mumbai,Chennai,1 Stop,21h 50m,10 Feb 22,11305
3640,Air India,20:00,12:10+1D,Delhi,Kolkata,2 Stops,16h 10m,10 Feb 22,4931
8860,Vistara,10:05,21:35,Lucknow,Mumbai,2 Stops,11h 30m,10 Feb 22,11923
4866,Vistara,06:55,22:45,Chennai,Kolkata,1 Stop,15h 50m,10 Feb 22,11245
728,Vistara,08:25,20:05,Ahmedabad,Mumbai,1 Stop,11h 40m,10 Feb 22,10625
2502,Air India,19:00,13:40+1D,Bengaluru,Srinagar,3 Stops,18h 40m,10 Feb 22,9482
194,Go First,05:45,07:55,Mumbai,Jaipur,Non Stop,2h 10m,"Fri, 4 Feb","2,024"
3729,Vistara,13:40,09:40+1D,Delhi,Kolkata,2 Stops,20h 00m,10 Feb 22,14184
353,IndiGo,19:35,20:50,Hyderabad,Goa,Non Stop,1h 15m,"Sun, 30 Jan","2,253"
1640,Air India,13:00,07:10+1D,Bengaluru,Jaipur,2 Stops,18h 10m,10 Feb 22,6934
292,IndiGo,08:40,12:35,Ahmedabad,Goa In,1 Stop,3h 55m,10 Feb 22,9029
2267,Air India,06:10,10:20+1D,Bengaluru,Patna,2 Stops,28h 10m,10 Feb 22,8815
3527,Vistara,17:10,17:30+1D,Delhi,Hyderabad,1 Stop,24h 20m,10 Feb 22,10468
5465,Vistara,13:20,22:55,Goa In,Pune,2 Stops,9h 35m,10 Feb 22,15605
5707,SpiceJet,20:35,23:40,Guwahati,Chennai,Non Stop,3h 05m,10 Feb 22,9037
1782,Vistara,11:30,19:10,Bengaluru,Kochi,1 Stop,7h 40m,10 Feb 22,13880
5313,Vistara,21:55,19:55+1D,Goa In,Hyderabad,2 Stops,22h 00m,10 Feb 22,13976
4533,IndiGo,08:00,15:35,Chennai,Guwahati,1 Stop,7h 35m,10 Feb 22,6290
8218,Vistara,07:10,22:55,Kolkata,Pune,1 Stop,15h 45m,10 Feb 22,10423
3733,SpiceJet,19:45,22:05,Delhi,Mumbai,Non Stop,2h 20m,10 Feb 22,2454
7980,Air India,19:00,20:00+1D,Kolkata,Mumbai,2 Stops,25h 00m,10 Feb 22,6649
932,Air India,13:20,19:55+1D,Bengaluru,Ahmedabad,2 Stops,30h 35m,10 Feb 22,6831
2671,Vistara,09:40,22:40,Bhubaneswar,Bengaluru,1 Stop,13h 00m,10 Feb 22,11457
153,Air India,19:20,10:55+1D,Ahmedabad,Chennai,1 Stop,15h 35m,10 Feb 22,4735
5365,Vistara,14:30,23:50,Goa In,Mumbai,1 Stop,9h 20m,10 Feb 22,13190
993,Vistara,09:30,20:05,Bengaluru,Ahmedabad,2 Stops,10h 35m,10 Feb 22,15467
212,Air India,07:00,09:20,Bangalore,Jaipur,Non Stop,2h 20m,"Sat, 5 Feb","3,294"
7499,Vistara,07:10,23:20,Kolkata,Bengaluru,1 Stop,16h 10m,10 Feb 22,11673
3781,Air India,20:40,17:05+1D,Delhi,Mumbai,1 Stop,20h 25m,10 Feb 22,3853
9121,Air India,19:05,07:50+1D,Mumbai,Ahmedabad,2 Stops,12h 45m,10 Feb 22,12609
7175,Air India,18:00,20:05+1D,Kochi,Bengaluru,1 Stop,26h 05m,10 Feb 22,6426
1377,Air India,06:45,18:45+1D,Bengaluru,Guwahati,2 Stops,36h 00m,10 Feb 22,6709
8954,Air India,11:05,12:05+1D,Lucknow,Pune,2 Stops,25h 00m,10 Feb 22,8545
9894,Go First,23:45,09:30+1D,Mumbai,Hyderabad,1 Stop,9h 45m,10 Feb 22,3914
2058,Air India,07:35,09:05+1D,Bengaluru,Mumbai,2 Stops,25h 30m,10 Feb 22,5759
5762,IndiGo,15:25,16:45,Guwahati,Kolkata,Non Stop,1h 20m,10 Feb 22,2107
3547,Go First,18:05,07:55+1D,Delhi,Jaipur,1 Stop,13h 50m,10 Feb 22,3918
6871,IndiGo,11:05,22:00,Jaipur,Hyderabad,1 Stop,10h 55m,10 Feb 22,7409
2635,Air India,14:05,22:15+1D,Bhubaneswar,Bengaluru,2 Stops,32h 10m,10 Feb 22,6110
1000,Vistara,06:40,20:05,Bengaluru,Ahmedabad,2 Stops,13h 25m,10 Feb 22,15467
6715,Air India,03:45,14:45,Jaipur,Goa In,2 Stops,11h 00m,10 Feb 22,5809
3761,Air India,08:00,10:10,Delhi,Mumbai,Non Stop,2h 10m,10 Feb 22,2474
3503,Vistara,16:45,07:50+1D,Delhi,Hyderabad,1 Stop,15h 05m,10 Feb 22,9838
6159,Go First,17:40,23:40,Hyderabad,Bengaluru,1 Stop,6h 00m,10 Feb 22,4450
2109,Vistara,17:50,23:50,Bengaluru,Mumbai,1 Stop,6h 00m,10 Feb 22,11203
3341,Vistara,05:55,14:05,Delhi,Goa In,1 Stop,8h 10m,10 Feb 22,11361
132,IndiGo,08:45,15:40,Ahmedabad,Chennai,1 Stop,6h 55m,10 Feb 22,3821
3467,Air India,18:30,19:00+1D,Delhi,Hyderabad,3 Stops,48h 30m,10 Feb 22,5990
8695,Vistara,15:25,19:55+1D,Lucknow,Kolkata,2 Stops,28h 30m,10 Feb 22,15535
5188,Vistara,14:30,23:20,Goa In,Bengaluru,1 Stop,8h 50m,10 Feb 22,12590
7547,Vistara,07:10,19:55,Kolkata,Bhubaneswar,1 Stop,12h 45m,10 Feb 22,10423
1993,Air India,19:00,00:10+1D,Bengaluru,Mumbai,1 Stop,5h 10m,10 Feb 22,3802
2784,Air India,21:35,17:50+1D,Bhubaneswar,Mumbai,2 Stops,20h 15m,10 Feb 22,6492
7120,SpiceJet,21:25,06:40+1D,Jaipur,Pune,1 Stop,9h 15m,10 Feb 22,4632
9574,Vistara,06:00,22:45,Mumbai,Chennai,1 Stop,16h 45m,10 Feb 22,11305
5430,Air India,07:05,11:30+1D,Goa In,Pune,3 Stops,28h 25m,10 Feb 22,7300
3379,AirAsia I.,19:00,08:45+1D,Delhi,Hyderabad,1 Stop,13h 45m,10 Feb 22,3988
7371,Air India,23:15,21:30+1D,Kolkata,Ahmedabad,2 Stops,22h 15m,10 Feb 22,8416
2543,Vistara,18:25,13:10+1D,Bengaluru,Srinagar,2 Stops,18h 45m,10 Feb 22,14627
4879,Go First,13:45,15:40,Chennai,Mumbai,Non Stop,1h 55m,10 Feb 22,1828
8300,Air India,11:05,07:50+1D,Lucknow,Ahmedabad,3 Stops,20h 45m,10 Feb 22,11039
7476,Vistara,20:35,17:45+1D,Kolkata,Bengaluru,1 Stop,21h 10m,10 Feb 22,10959
74,Air India,08:10,14:20,Delhi,Bangalore,1-Stop,06h 10m,29 Jan,3610
5605,SpiceJet,08:30,09:00+1D,Guwahati,Bengaluru,1 Stop,24h 30m,10 Feb 22,4222
1496,AirAsia I.,05:25,19:15,Bengaluru,Hyderabad,1 Stop,13h 50m,10 Feb 22,3591
9146,IndiGo,10:45,18:30,Mumbai,Bengaluru,1 Stop,7h 45m,10 Feb 22,3261
98,Indigo,14:05,15:15,Mumbai,Goa,Non-Stop,01h 10m,29 Jan,2265
6698,SpiceJet,09:40,22:00,Jaipur,Goa In,1 Stop,12h 20m,10 Feb 22,5067
9975,Vistara,19:10,09:05+1D,Mumbai,Hyderabad,1 Stop,13h 55m,10 Feb 22,8986
9061,Air India,19:00,18:15+1D,Mumbai,Ahmedabad,4 Stops,23h 15m,10 Feb 22,7785
6699,SpiceJet,22:15,12:50+1D,Jaipur,Goa In,1 Stop,14h 35m,10 Feb 22,5214
8926,Air India,20:15,06:35+1D,Lucknow,Pune,1 Stop,10h 20m,10 Feb 22,3796
4916,Air India,20:20,18:00+1D,Chennai,Mumbai,2 Stops,21h 40m,10 Feb 22,4355
8074,Vistara,20:25,16:30+1D,Kolkata,Mumbai,1 Stop,20h 05m,10 Feb 22,10423
1374,Air India,06:45,18:45+1D,Bengaluru,Guwahati,2 Stops,36h 00m,10 Feb 22,6709
115,Vistara,08:25,23:20,Ahmedabad,Bengaluru,1 Stop,14h 55m,10 Feb 22,10372
3839,Air India,10:35,17:50,Delhi,Mumbai,1 Stop,7h 15m,10 Feb 22,5925
692,Air India,21:00,23:05+1D,Ahmedabad,Mumbai,2 Stops,26h 05m,10 Feb 22,7226
8357,Air India,08:55,11:10+1D,Lucknow,Bengaluru,2 Stops,26h 15m,10 Feb 22,5779
916,SpiceJet,05:45,23:15,Bengaluru,Ahmedabad,1 Stop,17h 30m,10 Feb 22,5885
9981,Vistara,10:25,17:00,Mumbai,Hyderabad,1 Stop,6h 35m,10 Feb 22,9877
9644,Air India,21:30,20:30+1D,Mumbai,Goa In,2 Stops,23h 00m,10 Feb 22,7080
9239,Air India,12:00,23:55+1D,Mumbai,Bengaluru,2 Stops,35h 55m,10 Feb 22,7792
767,Go First,22:05,07:45+1D,Ahmedabad,Patna,1 Stop,9h 40m,10 Feb 22,3588
3516,Vistara,16:45,12:15+1D,Delhi,Hyderabad,1 Stop,19h 30m,10 Feb 22,9838
205,Indigo,20:30,22:15,Mumbai,Bangalore,Non-Stop,01h 45m,14 Jan,2125
